和风天气中国城市列表 v1.3

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101100512	jiaoqu	郊区	CN	China	中国	shanxi	山西	changzhi	长治	36.218388	113.101211
CN101100601	jincheng	晋城	CN	China	中国	shanxi	山西	jincheng	晋城	35.497553	112.851274
CN101100602	qinshui	沁水	CN	China	中国	shanxi	山西	jincheng	晋城	35.689472	112.187213
CN101100603	yangcheng	阳城	CN	China	中国	shanxi	山西	jincheng	晋城	35.482177	112.422014
CN101100604	lingchuan	陵川	CN	China	中国	shanxi	山西	jincheng	晋城	35.775614	113.278877
CN101100605	gaoping	高平	CN	China	中国	shanxi	山西	jincheng	晋城	35.791355	112.930691
CN101100606	zezhou	泽州	CN	China	中国	shanxi	山西	jincheng	晋城	35.617221	112.899137
CN101100701	linfen	临汾	CN	China	中国	shanxi	山西	linfen	临汾	36.08415	111.517973
CN101100702	quwo	曲沃	CN	China	中国	shanxi	山西	linfen	临汾	35.641387	111.475529
CN101100703	yonghe	永和	CN	China	中国	shanxi	山西	linfen	临汾	36.760614	110.631276
CN101100704	xixian	隰县	CN	China	中国	shanxi	山西	linfen	临汾	36.692675	110.935809
CN101100705	daning	大宁	CN	China	中国	shanxi	山西	linfen	临汾	36.46383	110.751283
CN101100706	jixian	吉县	CN	China	中国	shanxi	山西	linfen	临汾	36.099355	110.682853
CN101100707	xiangfen	襄汾	CN	China	中国	shanxi	山西	linfen	临汾	35.876139	111.442932
CN101100708	puxian	蒲县	CN	China	中国	shanxi	山西	linfen	临汾	36.411682	111.09733
CN101100709	fenxi	汾西	CN	China	中国	shanxi	山西	linfen	临汾	36.653368	111.563021
CN101100710	hongtong	洪洞	CN	China	中国	shanxi	山西	linfen	临汾	36.255742	111.673692
CN101100711	huozhou	霍州	CN	China	中国	shanxi	山西	linfen	临汾	36.57202	111.723103
CN101100712	xiangning	乡宁	CN	China	中国	shanxi	山西	linfen	临汾	35.975402	110.857365
CN101100713	yicheng	翼城	CN	China	中国	shanxi	山西	linfen	临汾	35.738621	111.713508
CN101100714	houma	侯马	CN	China	中国	shanxi	山西	linfen	临汾	35.620302	111.371272
CN101100715	fushan	浮山	CN	China	中国	shanxi	山西	linfen	临汾	35.971359	111.850039
CN101100716	anze	安泽	CN	China	中国	shanxi	山西	linfen	临汾	36.146032	112.251372
CN101100717	guxian	古县	CN	China	中国	shanxi	山西	linfen	临汾	36.26855	111.920207
CN101100718	yaodou	尧都	CN	China	中国	shanxi	山西	linfen	临汾	36.080366	111.522945
CN101100801	yuncheng	运城	CN	China	中国	shanxi	山西	yuncheng	运城	35.022778	111.003957
CN101100802	linyi	临猗	CN	China	中国	shanxi	山西	yuncheng	运城	35.141883	110.77493
CN101100803	jishan	稷山	CN	China	中国	shanxi	山西	yuncheng	运城	35.600412	110.978996
CN101100804	wanrong	万荣	CN	China	中国	shanxi	山西	yuncheng	运城	35.417042	110.843561
CN101100805	hejin	河津	CN	China	中国	shanxi	山西	yuncheng	运城	35.59715	110.710268
CN101100806	xinjiang	新绛	CN	China	中国	shanxi	山西	yuncheng	运城	35.613697	111.225205
CN101100807	jiangxian	绛县	CN	China	中国	shanxi	山西	yuncheng	运城	35.49045	111.576182
CN101100808	wenxi	闻喜	CN	China	中国	shanxi	山西	yuncheng	运城	35.353839	111.220306
CN101100809	yuanqu	垣曲	CN	China	中国	shanxi	山西	yuncheng	运城	35.298293	111.67099
CN101100810	yongji	永济	CN	China	中国	shanxi	山西	yuncheng	运城	34.865125	110.447984
CN101100811	ruicheng	芮城	CN	China	中国	shanxi	山西	yuncheng	运城	34.694769	110.69114
CN101100812	xiaxian	夏县	CN	China	中国	shanxi	山西	yuncheng	运城	35.140441	111.223174
CN101100813	pinglu	平陆	CN	China	中国	shanxi	山西	yuncheng	运城	34.837256	111.212377
CN101100814	yanhu	盐湖	CN	China	中国	shanxi	山西	yuncheng	运城	35.025643	111.000627
CN101100901	shuozhou	朔州	CN	China	中国	shanxi	山西	shuozhou	朔州	39.331261	112.433387
CN101100902	pinglu	平鲁	CN	China	中国	shanxi	山西	shuozhou	朔州	39.515603	112.295227
CN101100903	shanyin	山阴	CN	China	中国	shanxi	山西	shuozhou	朔州	39.52677	112.816396
CN101100904	youyu	右玉	CN	China	中国	shanxi	山西	shuozhou	朔州	39.988812	112.465588
CN101100905	yingxian	应县	CN	China	中国	shanxi	山西	shuozhou	朔州	39.559187	113.187505
CN101100906	huairen	怀仁	CN	China	中国	shanxi	山西	shuozhou	朔州	39.82079	113.100512
CN101100907	shuocheng	朔城	CN	China	中国	shanxi	山西	shuozhou	朔州	39.324525	112.428676
CN101101001	xinzhou	忻州	CN	China	中国	shanxi	山西	xinzhou	忻州	38.41769	112.733538
CN101101002	dingxiang	定襄	CN	China	中国	shanxi	山西	xinzhou	忻州	38.484948	112.963231
CN101101003	wutaixian	五台县	CN	China	中国	shanxi	山西	xinzhou	忻州	38.725711	113.259012
CN101101004	hequ	河曲	CN	China	中国	shanxi	山西	xinzhou	忻州	39.381895	111.146609
CN101101005	pianguan	偏关	CN	China	中国	shanxi	山西	xinzhou	忻州	39.442153	111.500477
CN101101006	shenchi	神池	CN	China	中国	shanxi	山西	xinzhou	忻州	39.088467	112.200438
CN101101007	ningwu	宁武	CN	China	中国	shanxi	山西	xinzhou	忻州	39.001718	112.307936
CN101101008	daixian	代县	CN	China	中国	shanxi	山西	xinzhou	忻州	39.065138	112.962519
CN101101009	fanshi	繁峙	CN	China	中国	shanxi	山西	xinzhou	忻州	39.188104	113.267707
CN101101011	bode	保德	CN	China	中国	shanxi	山西	xinzhou	忻州	39.022576	111.085688
CN101101012	jingle	静乐	CN	China	中国	shanxi	山西	xinzhou	忻州	38.355947	111.940231
CN101101013	kelan	岢岚	CN	China	中国	shanxi	山西	xinzhou	忻州	38.705625	111.56981
CN101101014	wuzhai	五寨	CN	China	中国	shanxi	山西	xinzhou	忻州	38.912761	111.841015
CN101101015	yuanping	原平	CN	China	中国	shanxi	山西	xinzhou	忻州	38.729186	112.713132
CN101101016	xinfu	忻府	CN	China	中国	shanxi	山西	xinzhou	忻州	38.417743	112.734112
CN101101100	lvliang	吕梁	CN	China	中国	shanxi	山西	lvliang	吕梁	37.524366	111.134335
CN101101101	lishi	离石	CN	China	中国	shanxi	山西	lvliang	吕梁	37.524037	111.134462
CN101101102	linxian	临县	CN	China	中国	shanxi	山西	lvliang	吕梁	37.960806	110.995963
CN101101103	xingxian	兴县	CN	China	中国	shanxi	山西	lvliang	吕梁	38.464136	111.124816
CN101101104	lanxian	岚县	CN	China	中国	shanxi	山西	lvliang	吕梁	38.278654	111.671555
CN101101105	liulin	柳林	CN	China	中国	shanxi	山西	lvliang	吕梁	37.431664	110.89613
CN101101106	shilou	石楼	CN	China	中国	shanxi	山西	lvliang	吕梁	36.999426	110.837119
CN101101107	fangshan	方山	CN	China	中国	shanxi	山西	lvliang	吕梁	37.892632	111.238885
CN101101108	jiaokou	交口	CN	China	中国	shanxi	山西	lvliang	吕梁	36.983068	111.183188
CN101101109	zhongyang	中阳	CN	China	中国	shanxi	山西	lvliang	吕梁	37.342054	111.193319
CN101101110	xiaoyi	孝义	CN	China	中国	shanxi	山西	lvliang	吕梁	37.144474	111.781568
CN101101111	fenyang	汾阳	CN	China	中国	shanxi	山西	lvliang	吕梁	37.267742	111.785273
CN101101112	wenshui	文水	CN	China	中国	shanxi	山西	lvliang	吕梁	37.436314	112.032595
CN101101113	jiaocheng	交城	CN	China	中国	shanxi	山西	lvliang	吕梁	37.555155	112.159154
CN101110101	xian	西安	CN	China	中国	shan-xi	陕西	xian	西安	34.263161	108.948024
CN101110102	changan	长安	CN	China	中国	shan-xi	陕西	xian	西安	34.157097	108.941579
CN101110103	lintong	临潼	CN	China	中国	shan-xi	陕西	xian	西安	34.372065	109.213986
CN101110104	lantian	蓝田	CN	China	中国	shan-xi	陕西	xian	西安	34.156189	109.317634
CN101110105	zhouzhi	周至	CN	China	中国	shan-xi	陕西	xian	西安	34.161532	108.216465
CN101110106	huxian	户县	CN	China	中国	shan-xi	陕西	xian	西安	34.108668	108.607385
CN101110107	gaoling	高陵	CN	China	中国	shan-xi	陕西	xian	西安	34.535065	109.088896
CN101110108	xincheng	新城	CN	China	中国	shanxi	陕西	xian	西安	34.26927	108.959903
CN101110109	beilin	碑林	CN	China	中国	shanxi	陕西	xian	西安	34.251061	108.946994
CN101110110	lianhu	莲湖	CN	China	中国	shanxi	陕西	xian	西安	34.2656	108.933194
CN101110111	baqiao	灞桥	CN	China	中国	shanxi	陕西	xian	西安	34.267453	109.067261
CN101110112	weiyang	未央	CN	China	中国	shanxi	陕西	xian	西安	34.30823	108.946022
CN101110113	yanta	雁塔	CN	China	中国	shanxi	陕西	xian	西安	34.213389	108.926593
CN101110114	yanliang	阎良	CN	China	中国	shanxi	陕西	xian	西安	34.662141	109.22802
CN101110200	xianyang	咸阳	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.333439	108.705117
CN101110201	sanyuan	三原	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.613996	108.943481
CN101110202	liquan	礼泉	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.482583	108.428317
CN101110203	yongshou	永寿	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.692619	108.143129
CN101110204	chunhua	淳化	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.79797	108.581173
CN101110205	jingyang	泾阳	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.528493	108.83784
CN101110206	wugong	武功	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.259732	108.212857
CN101110207	qianxian	乾县	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.527261	108.247406
CN101110208	binxian	彬县	CN	China	中国	shan-xi	陕西	xianyang	咸阳	35.034233	108.083674
CN101110209	changwu	长武	CN	China	中国	shan-xi	陕西	xianyang	咸阳	35.206122	107.795835
CN101110210	xunyi	旬邑	CN	China	中国	shan-xi	陕西	xianyang	咸阳	35.112234	108.337231
CN101110211	xingping	兴平	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.297134	108.488493
CN101110212	qindou	秦都	CN	China	中国	shanxi	陕西	xianyang	咸阳	34.329801	108.698636
CN101110213	weicheng	渭城	CN	China	中国	shanxi	陕西	xianyang	咸阳	34.336847	108.730957
CN101110300	yanan	延安	CN	China	中国	shan-xi	陕西	yanan	延安	36.596537	109.49081
CN101110301	yanchang	延长	CN	China	中国	shan-xi	陕西	yanan	延安	36.578306	110.012961
CN101110302	yanchuan	延川	CN	China	中国	shan-xi	陕西	yanan	延安	36.882066	110.190314
CN101110303	zichang	子长	CN	China	中国	shan-xi	陕西	yanan	延安	37.14207	109.675968
CN101110304	yichuan	宜川	CN	China	中国	shan-xi	陕西	yanan	延安	36.050391	110.175537
CN101110305	fuxian	富县	CN	China	中国	shan-xi	陕西	yanan	延安	35.996495	109.384136
CN101110306	zhidan	志丹	CN	China	中国	shan-xi	陕西	yanan	延安	36.823031	108.768898
CN101110307	ansai	安塞	CN	China	中国	shan-xi	陕西	yanan	延安	36.86441	109.325341
CN101110308	ganquan	甘泉	CN	China	中国	shan-xi	陕西	yanan	延安	36.277729	109.34961
CN101110309	luochuan	洛川	CN	China	中国	shan-xi	陕西	yanan	延安	35.762133	109.435712
CN101110310	huangling	黄陵	CN	China	中国	shan-xi	陕西	yanan	延安	35.580165	109.262469
CN101110311	huanglong	黄龙	CN	China	中国	shan-xi	陕西	yanan	延安	35.583276	109.83502
CN101110312	wuqi	吴起	CN	China	中国	shan-xi	陕西	yanan	延安	36.924852	108.176976
CN101110313	baota	宝塔	CN	China	中国	shanxi	陕西	yanan	延安	36.596291	109.49069
CN101110401	yulin	榆林	CN	China	中国	shan-xi	陕西	yulin	榆林	38.290162	109.741193
CN101110402	fugu	府谷	CN	China	中国	shan-xi	陕西	yulin	榆林	39.029243	111.069645
CN101110403	shenmu	神木	CN	China	中国	shan-xi	陕西	yulin	榆林	38.835641	110.497005
CN101110404	jiaxian	佳县	CN	China	中国	shan-xi	陕西	yulin	榆林	38.021597	110.493367
CN101110405	dingbian	定边	CN	China	中国	shan-xi	陕西	yulin	榆林	37.59523	107.601284
CN101110406	jingbian	靖边	CN	China	中国	shan-xi	陕西	yulin	榆林	37.596084	108.80567
CN101110407	hengshan	横山	CN	China	中国	shan-xi	陕西	yulin	榆林	37.964048	109.292596
CN101110408	mizhi	米脂	CN	China	中国	shan-xi	陕西	yulin	榆林	37.759081	110.178683
CN101110409	zizhou	子洲	CN	China	中国	shan-xi	陕西	yulin	榆林	37.611573	110.03457
CN101110410	suide	绥德	CN	China	中国	shan-xi	陕西	yulin	榆林	37.507701	110.265377
CN101110411	wubu	吴堡	CN	China	中国	shan-xi	陕西	yulin	榆林	37.451925	110.739315
CN101110412	qingjian	清涧	CN	China	中国	shan-xi	陕西	yulin	榆林	37.087702	110.12146
CN101110413	yuyang	榆阳	CN	China	中国	shan-xi	陕西	yulin	榆林	38.299267	109.74791
CN101110501	weinan	渭南	CN	China	中国	shan-xi	陕西	weinan	渭南	34.499381	109.502882
CN101110502	huaxian	华县	CN	China	中国	shan-xi	陕西	weinan	渭南	34.31	109.44
CN101110503	tongguan	潼关	CN	China	中国	shan-xi	陕西	weinan	渭南	34.544515	110.24726
CN101110504	dali	大荔	CN	China	中国	shan-xi	陕西	weinan	渭南	34.795011	109.943123
CN101110505	baishui	白水	CN	China	中国	shan-xi	陕西	weinan	渭南	35.177291	109.594309
CN101110506	fuping	富平	CN	China	中国	shan-xi	陕西	weinan	渭南	34.746679	109.187174
CN101110507	pucheng	蒲城	CN	China	中国	shan-xi	陕西	weinan	渭南	34.956034	109.589653
CN101110508	chengcheng	澄城	CN	China	中国	shan-xi	陕西	weinan	渭南	35.184	109.937609
CN101110509	heyang	合阳	CN	China	中国	shan-xi	陕西	weinan	渭南	35.237098	110.147979
CN101110510	hancheng	韩城	CN	China	中国	shan-xi	陕西	weinan	渭南	35.475238	110.452391
CN101110511	huayin	华阴	CN	China	中国	shan-xi	陕西	weinan	渭南	34.565359	110.08952
CN101110512	linwei	临渭	CN	China	中国	shanxi	陕西	weinan	渭南	34.501271	109.503299
CN101110513	huazhou	华州	CN	China	中国	shanxi	陕西	weinan	渭南	34.511958	109.76141
CN101110601	shangluo	商洛	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.868319	109.939776
CN101110602	luonan	洛南	CN	China	中国	shan-xi	陕西	shangluo	商洛	34.088502	110.145716
CN101110603	zhashui	柞水	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.682773	109.111249
CN101110604	shangzhou	商州	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.869208	109.937685
CN101110605	zhenan	镇安	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.423981	109.151075
CN101110606	danfeng	丹凤	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.694711	110.33191
CN101110607	shangnan	商南	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.526367	110.885437
CN101110608	shanyang	山阳	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.530411	109.880435
CN101110701	ankang	安康	CN	China	中国	shan-xi	陕西	ankang	安康	32.6903	109.029273
CN101110702	ziyang	紫阳	CN	China	中国	shan-xi	陕西	ankang	安康	32.520176	108.537788
CN101110703	shiquan	石泉	CN	China	中国	shan-xi	陕西	ankang	安康	33.038512	108.250512
CN101110704	hanyin	汉阴	CN	China	中国	shan-xi	陕西	ankang	安康	32.891121	108.510946
CN101110705	xunyang	旬阳	CN	China	中国	shan-xi	陕西	ankang	安康	32.833567	109.368149
CN101110706	langao	岚皋	CN	China	中国	shan-xi	陕西	ankang	安康	32.31069	108.900663
CN101110707	pingli	平利	CN	China	中国	shan-xi	陕西	ankang	安康	32.387933	109.361865
CN101110708	baihe	白河	CN	China	中国	shan-xi	陕西	ankang	安康	32.809484	110.114186
CN101110709	zhenping	镇坪	CN	China	中国	shan-xi	陕西	ankang	安康	31.883395	109.526437
CN101110710	ningshan	宁陕	CN	China	中国	shan-xi	陕西	ankang	安康	33.312184	108.313714
CN101110711	hanbin	汉滨	CN	China	中国	shanxi	陕西	ankang	安康	32.690817	109.029098
CN101110801	hanzhong	汉中	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.077668	107.028621
CN101110802	lueyang	略阳	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.329638	106.153899
CN101110803	mianxian	勉县	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.155618	106.680175
CN101110804	liuba	留坝	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.61334	106.924377
CN101110805	yangxian	洋县	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.223283	107.549962
CN101110806	chenggu	城固	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.153098	107.329887
CN101110807	xixiang	西乡	CN	China	中国	shan-xi	陕西	hanzhong	汉中	32.987961	107.765858
CN101110808	fuoping	佛坪	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.520745	107.988582
CN101110809	ningqiang	宁强	CN	China	中国	shan-xi	陕西	hanzhong	汉中	32.830806	106.25739
CN101110810	nanzheng	南郑	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.003341	106.942393
CN101110811	zhenba	镇巴	CN	China	中国	shan-xi	陕西	hanzhong	汉中	32.535854	107.89531
CN101110812	hantai	汉台	CN	China	中国	shanxi	陕西	hanzhong	汉中	33.077674	107.028233
CN101110901	baoji	宝鸡	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.369315	107.14487
CN101110902	weibin	渭滨	CN	China	中国	shanxi	陕西	baoji	宝鸡	34.371008	107.144467
CN101110903	qianyang	千阳	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.642584	107.132987
CN101110904	linyou	麟游	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.677714	107.796608
CN101110905	qishan	岐山	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.44296	107.624464
CN101110906	fengxiang	凤翔	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.521668	107.400577
CN101110907	fufeng	扶风	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.375497	107.891419
CN101110908	meixian	眉县	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.272137	107.752371
CN101110909	taibai	太白	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.059215	107.316533
CN101110910	fengxian	凤县	CN	China	中国	shan-xi	陕西	baoji	宝鸡	33.912464	106.525212
CN101110911	longxian	陇县	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.893262	106.857066
CN101110912	chencang	陈仓	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.352747	107.383645
CN101110913	jintai	金台	CN	China	中国	shanxi	陕西	baoji	宝鸡	34.375192	107.149943
CN101111001	tongchuan	铜川	CN	China	中国	shan-xi	陕西	tongchuan	铜川	34.916582	108.979608
CN101111003	yijun	宜君	CN	China	中国	shan-xi	陕西	tongchuan	铜川	35.398766	109.118278
CN101111004	yaozhou	耀州	CN	China	中国	shan-xi	陕西	tongchuan	铜川	34.910206	108.962538
CN101111005	wangyi	王益	CN	China	中国	shanxi	陕西	tongchuan	铜川	35.069098	109.075862
CN101111006	yintai	印台	CN	China	中国	shanxi	陕西	tongchuan	铜川	35.111927	109.100814
CN101111101	yangling	杨凌	CN	China	中国	shan-xi	陕西	yangling	杨凌	34.28	108.07
CN101111102	yangling	杨陵	CN	China	中国	shanxi	陕西	yangling	杨凌	34.27135	108.086348
CN101120101	jinan	济南	CN	China	中国	shandong	山东	jinan	济南	36.675807	117.000923
CN101120102	changqing	长清	CN	China	中国	shandong	山东	jinan	济南	36.561049	116.74588
CN101120103	shanghe	商河	CN	China	中国	shandong	山东	jinan	济南	37.310544	117.156369
CN101120104	zhangqiu	章丘	CN	China	中国	shandong	山东	jinan	济南	36.71209	117.54069
CN101120105	pingyin	平阴	CN	China	中国	shandong	山东	jinan	济南	36.286923	116.455054
CN101120106	jiyang	济阳	CN	China	中国	shandong	山东	jinan	济南	36.976772	117.176035
CN101120107	lixia	历下	CN	China	中国	shandong	山东	jinan	济南	36.664169	117.03862
CN101120108	shizhong	市中	CN	China	中国	shandong	山东	jinan	济南	36.657354	116.99898
CN101120109	huaiyin	槐荫	CN	China	中国	shandong	山东	jinan	济南	36.668205	116.947921
CN101120110	tianqiao	天桥	CN	China	中国	shandong	山东	jinan	济南	36.693374	116.996086
CN101120111	licheng	历城	CN	China	中国	shandong	山东	jinan	济南	36.681744	117.063744
CN101120201	qingdao	青岛	CN	China	中国	shandong	山东	qingdao	青岛	36.082982	120.355173
