和风天气中国城市列表 v1.3

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101190404	kunshan	昆山	CN	China	中国	jiangsu	江苏	suzhou	苏州	31.381925	120.958137
CN101190405	wuzhong	吴中	CN	China	中国	jiangsu	江苏	suzhou	苏州	31.270839	120.624621
CN101190406	huqiu	虎丘	CN	China	中国	jiangsu	江苏	suzhou	苏州	31.294845	120.566833
CN101190407	wujiang	吴江	CN	China	中国	jiangsu	江苏	suzhou	苏州	31.160404	120.641601
CN101190408	taicang	太仓	CN	China	中国	jiangsu	江苏	suzhou	苏州	31.452568	121.112275
CN101190409	xiangcheng	相城	CN	China	中国	jiangsu	江苏	suzhou	苏州	31.396684	120.618956
CN101190410	gusu	姑苏	CN	China	中国	jiangsu	江苏	suzhou	苏州	31.311414	120.622249
CN101190501	nantong	南通	CN	China	中国	jiangsu	江苏	nantong	南通	32.016212	120.864608
CN101190502	haian	海安	CN	China	中国	jiangsu	江苏	nantong	南通	32.540289	120.465995
CN101190503	rugao	如皋	CN	China	中国	jiangsu	江苏	nantong	南通	32.391591	120.566324
CN101190504	rudong	如东	CN	China	中国	jiangsu	江苏	nantong	南通	32.311832	121.186088
CN101190505	chongchuan	崇川	CN	China	中国	jiangsu	江苏	nantong	南通	32.015278	120.86635
CN101190506	gangzha	港闸	CN	China	中国	jiangsu	江苏	nantong	南通	32.040299	120.8339
CN101190507	qidong	启东	CN	China	中国	jiangsu	江苏	nantong	南通	31.810158	121.659724
CN101190508	haimen	海门	CN	China	中国	jiangsu	江苏	nantong	南通	31.893528	121.176609
CN101190509	tongzhou	通州	CN	China	中国	jiangsu	江苏	nantong	南通	32.084287	121.073171
CN101190601	yangzhou	扬州	CN	China	中国	jiangsu	江苏	yangzhou	扬州	32.393159	119.421003
CN101190602	baoying	宝应	CN	China	中国	jiangsu	江苏	yangzhou	扬州	33.23694	119.321284
CN101190603	yizheng	仪征	CN	China	中国	jiangsu	江苏	yangzhou	扬州	32.271965	119.182443
CN101190604	gaoyou	高邮	CN	China	中国	jiangsu	江苏	yangzhou	扬州	32.785164	119.443842
CN101190605	jiangdu	江都	CN	China	中国	jiangsu	江苏	yangzhou	扬州	32.426564	119.567481
CN101190606	hanjiang	邗江	CN	China	中国	jiangsu	江苏	yangzhou	扬州	32.377899	119.397777
CN101190607	guangling	广陵	CN	China	中国	jiangsu	江苏	yangzhou	扬州	32.392154	119.442267
CN101190701	yancheng	盐城	CN	China	中国	jiangsu	江苏	yancheng	盐城	33.377631	120.139998
CN101190702	xiangshui	响水	CN	China	中国	jiangsu	江苏	yancheng	盐城	34.19996	119.579573
CN101190703	binhai	滨海	CN	China	中国	jiangsu	江苏	yancheng	盐城	33.989888	119.828434
CN101190704	funing	阜宁	CN	China	中国	jiangsu	江苏	yancheng	盐城	33.78573	119.805338
CN101190705	sheyang	射阳	CN	China	中国	jiangsu	江苏	yancheng	盐城	33.773779	120.257444
CN101190706	jianhu	建湖	CN	China	中国	jiangsu	江苏	yancheng	盐城	33.472621	119.793105
CN101190707	dongtai	东台	CN	China	中国	jiangsu	江苏	yancheng	盐城	32.853174	120.314101
CN101190708	dafeng	大丰	CN	China	中国	jiangsu	江苏	yancheng	盐城	33.199531	120.470324
CN101190709	yandu	盐都	CN	China	中国	jiangsu	江苏	yancheng	盐城	33.341288	120.139753
CN101190710	tinghu	亭湖	CN	China	中国	jiangsu	江苏	yancheng	盐城	33.383912	120.136078
CN101190801	xuzhou	徐州	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.261792	117.184811
CN101190802	tongshan	铜山	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.19288	117.183894
CN101190803	fengxian	丰县	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.696946	116.592888
CN101190804	peixian	沛县	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.729044	116.937182
CN101190805	pizhou	邳州	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.314708	117.963923
CN101190806	suining	睢宁	CN	China	中国	jiangsu	江苏	xuzhou	徐州	33.899222	117.95066
CN101190807	xinyi	新沂	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.368779	118.345828
CN101190808	gulou	鼓楼	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.269397	117.192941
CN101190809	yunlong	云龙	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.254805	117.194589
CN101190810	jiawang	贾汪	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.441642	117.450212
CN101190811	quanshan	泉山	CN	China	中国	jiangsu	江苏	xuzhou	徐州	34.262249	117.182225
CN101190901	huaian	淮安	CN	China	中国	jiangsu	江苏	huaian	淮安	33.597506	119.021265
CN101190902	jinhu	金湖	CN	China	中国	jiangsu	江苏	huaian	淮安	33.018162	119.016936
CN101190903	xuyi	盱眙	CN	China	中国	jiangsu	江苏	huaian	淮安	33.00439	118.493823
CN101190904	hongze	洪泽	CN	China	中国	jiangsu	江苏	huaian	淮安	33.294975	118.867875
CN101190905	lianshui	涟水	CN	China	中国	jiangsu	江苏	huaian	淮安	33.771308	119.266078
CN101190906	huaiyinqu	淮阴区	CN	China	中国	jiangsu	江苏	huaian	淮安	33.622452	119.020817
CN101190907	qinghe	清河	CN	China	中国	jiangsu	江苏	huaian	淮安	33.591652	119.025621
CN101190908	huaianqu	淮安区	CN	China	中国	jiangsu	江苏	huaian	淮安	33.507499	119.14634
CN101190909	qingpu	清浦	CN	China	中国	jiangsu	江苏	huaian	淮安	33.557098	118.997456
CN101191001	lianyungang	连云港	CN	China	中国	jiangsu	江苏	lianyungang	连云港	34.600018	119.178821
CN101191002	donghai	东海	CN	China	中国	jiangsu	江苏	lianyungang	连云港	34.522859	118.766489
CN101191003	ganyu	赣榆	CN	China	中国	jiangsu	江苏	lianyungang	连云港	34.839154	119.128774
CN101191004	guanyun	灌云	CN	China	中国	jiangsu	江苏	lianyungang	连云港	34.298436	119.255741
CN101191005	guannan	灌南	CN	China	中国	jiangsu	江苏	lianyungang	连云港	34.092553	119.352331
CN101191006	haizhou	海州	CN	China	中国	jiangsu	江苏	lianyungang	连云港	34.601584	119.179793
CN101191101	changzhou	常州	CN	China	中国	jiangsu	江苏	changzhou	常州	31.772752	119.946973
CN101191102	liyang	溧阳	CN	China	中国	jiangsu	江苏	changzhou	常州	31.427081	119.487816
CN101191103	jintan	金坛	CN	China	中国	jiangsu	江苏	changzhou	常州	31.744399	119.573395
CN101191104	wujin	武进	CN	China	中国	jiangsu	江苏	changzhou	常州	31.718566	119.958773
CN101191105	tianning	天宁	CN	China	中国	jiangsu	江苏	changzhou	常州	31.779632	119.963783
CN101191106	zhonglou	钟楼	CN	China	中国	jiangsu	江苏	changzhou	常州	31.78096	119.948388
CN101191107	xinbei	新北	CN	China	中国	jiangsu	江苏	changzhou	常州	31.824664	119.974654
CN101191201	taizhou	泰州	CN	China	中国	jiangsu	江苏	taizhou	泰州	32.484882	119.915176
CN101191202	xinghua	兴化	CN	China	中国	jiangsu	江苏	taizhou	泰州	32.938065	119.840162
CN101191203	taixing	泰兴	CN	China	中国	jiangsu	江苏	taizhou	泰州	32.168784	120.020228
CN101191204	jiangyan	姜堰	CN	China	中国	jiangsu	江苏	taizhou	泰州	32.508483	120.148208
CN101191205	jingjiang	靖江	CN	China	中国	jiangsu	江苏	taizhou	泰州	32.018168	120.26825
CN101191206	hailing	海陵	CN	China	中国	jiangsu	江苏	taizhou	泰州	32.488406	119.920187
CN101191207	gaogang	高港	CN	China	中国	jiangsu	江苏	taizhou	泰州	32.315701	119.88166
CN101191301	suqian	宿迁	CN	China	中国	jiangsu	江苏	suqian	宿迁	33.963008	118.275162
CN101191302	shuyang	沭阳	CN	China	中国	jiangsu	江苏	suqian	宿迁	34.129097	118.775889
CN101191303	siyang	泗阳	CN	China	中国	jiangsu	江苏	suqian	宿迁	33.711433	118.681284
CN101191304	sihong	泗洪	CN	China	中国	jiangsu	江苏	suqian	宿迁	33.456538	118.211824
CN101191305	suyu	宿豫	CN	China	中国	jiangsu	江苏	suqian	宿迁	33.941071	118.330012
CN101191306	sucheng	宿城	CN	China	中国	jiangsu	江苏	suqian	宿迁	33.937726	118.278984
CN101200101	wuhan	武汉	CN	China	中国	hubei	湖北	wuhan	武汉	30.584355	114.298572
CN101200102	caidian	蔡甸	CN	China	中国	hubei	湖北	wuhan	武汉	30.582186	114.029341
CN101200103	huangpi	黄陂	CN	China	中国	hubei	湖北	wuhan	武汉	30.874155	114.374025
CN101200104	xinzhou	新洲	CN	China	中国	hubei	湖北	wuhan	武汉	30.842149	114.802108
CN101200105	jiangxia	江夏	CN	China	中国	hubei	湖北	wuhan	武汉	30.349045	114.313961
CN101200106	dongxihu	东西湖	CN	China	中国	hubei	湖北	wuhan	武汉	30.622467	114.142483
CN101200107	jiangan	江岸	CN	China	中国	hubei	湖北	wuhan	武汉	30.594911	114.30304
CN101200108	jianghan	江汉	CN	China	中国	hubei	湖北	wuhan	武汉	30.578771	114.283109
CN101200109	qiaokou	硚口	CN	China	中国	hubei	湖北	wuhan	武汉	30.57061	114.264568
CN101200110	hanyang	汉阳	CN	China	中国	hubei	湖北	wuhan	武汉	30.549326	114.265807
CN101200111	wuchang	武昌	CN	China	中国	hubei	湖北	wuhan	武汉	30.546536	114.307344
CN101200112	qingshan	青山	CN	China	中国	hubei	湖北	wuhan	武汉	30.634215	114.39707
CN101200113	hongshan	洪山	CN	China	中国	hubei	湖北	wuhan	武汉	30.504259	114.400718
CN101200114	hannan	汉南	CN	China	中国	hubei	湖北	wuhan	武汉	30.309637	114.08124
CN101200201	xiangyang	襄阳	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.042426	112.144146
CN101200202	xiangzhou	襄州	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.085517	112.197378
CN101200203	baokang	保康	CN	China	中国	hubei	湖北	xiangyang	襄阳	31.873507	111.262235
CN101200204	nanzhang	南漳	CN	China	中国	hubei	湖北	xiangyang	襄阳	31.77692	111.844424
CN101200205	yicheng	宜城	CN	China	中国	hubei	湖北	xiangyang	襄阳	31.709203	112.261441
CN101200206	laohekou	老河口	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.385438	111.675732
CN101200207	gucheng	谷城	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.262676	111.640147
CN101200208	zaoyang	枣阳	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.123083	112.765268
CN101200209	xiangcheng	襄城	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.015088	112.150327
CN101200210	fancheng	樊城	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.058589	112.13957
CN101200301	ezhou	鄂州	CN	China	中国	hubei	湖北	ezhou	鄂州	30.396536	114.890593
CN101200302	liangzihu	梁子湖	CN	China	中国	hubei	湖北	ezhou	鄂州	30.098191	114.681967
CN101200303	huarong	华容	CN	China	中国	hubei	湖北	ezhou	鄂州	30.534468	114.74148
CN101200304	echeng	鄂城	CN	China	中国	hubei	湖北	ezhou	鄂州	30.39669	114.890012
CN101200401	xiaogan	孝感	CN	China	中国	hubei	湖北	xiaogan	孝感	30.926423	113.926655
CN101200402	anlu	安陆	CN	China	中国	hubei	湖北	xiaogan	孝感	31.26174	113.690401
CN101200403	yunmeng	云梦	CN	China	中国	hubei	湖北	xiaogan	孝感	31.021691	113.750616
CN101200404	dawu	大悟	CN	China	中国	hubei	湖北	xiaogan	孝感	31.565483	114.126249
CN101200405	yingcheng	应城	CN	China	中国	hubei	湖北	xiaogan	孝感	30.939038	113.573842
CN101200406	hanchuan	汉川	CN	China	中国	hubei	湖北	xiaogan	孝感	30.652165	113.835301
CN101200407	xiaochang	孝昌	CN	China	中国	hubei	湖北	xiaogan	孝感	31.251618	113.988964
CN101200408	xiaonan	孝南	CN	China	中国	hubei	湖北	xiaogan	孝感	30.925966	113.925849
CN101200501	huanggang	黄冈	CN	China	中国	hubei	湖北	huanggang	黄冈	30.447711	114.879365
CN101200502	hongan	红安	CN	China	中国	hubei	湖北	huanggang	黄冈	31.284777	114.615095
CN101200503	macheng	麻城	CN	China	中国	hubei	湖北	huanggang	黄冈	31.177906	115.02541
CN101200504	luotian	罗田	CN	China	中国	hubei	湖北	huanggang	黄冈	30.781679	115.398984
CN101200505	yingshan	英山	CN	China	中国	hubei	湖北	huanggang	黄冈	30.735794	115.67753
CN101200506	xishui	浠水	CN	China	中国	hubei	湖北	huanggang	黄冈	30.454837	115.26344
CN101200507	qichun	蕲春	CN	China	中国	hubei	湖北	huanggang	黄冈	30.234927	115.433964
CN101200508	huangmei	黄梅	CN	China	中国	hubei	湖北	huanggang	黄冈	30.075113	115.942548
CN101200509	wuxue	武穴	CN	China	中国	hubei	湖北	huanggang	黄冈	29.849342	115.56242
CN101200510	tuanfeng	团风	CN	China	中国	hubei	湖北	huanggang	黄冈	30.63569	114.872029
CN101200511	huangzhou	黄州	CN	China	中国	hubei	湖北	huanggang	黄冈	30.447435	114.878934
CN101200601	huangshi	黄石	CN	China	中国	hubei	湖北	huangshi	黄石	30.220074	115.077048
CN101200602	daye	大冶	CN	China	中国	hubei	湖北	huangshi	黄石	30.098804	114.974842
CN101200603	yangxin	阳新	CN	China	中国	hubei	湖北	huangshi	黄石	29.841572	115.212883
CN101200604	tieshan	铁山	CN	China	中国	hubei	湖北	huangshi	黄石	30.20601	114.901366
CN101200605	xialu	下陆	CN	China	中国	hubei	湖北	huangshi	黄石	30.177845	114.975755
CN101200606	xisaishan	西塞山	CN	China	中国	hubei	湖北	huangshi	黄石	30.205365	115.093354
CN101200607	huangshigang	黄石港	CN	China	中国	hubei	湖北	huangshi	黄石	30.212086	115.090164
CN101200701	xianning	咸宁	CN	China	中国	hubei	湖北	xianning	咸宁	29.832798	114.328963
CN101200702	chibi	赤壁	CN	China	中国	hubei	湖北	xianning	咸宁	29.716879	113.88366
CN101200703	jiayu	嘉鱼	CN	China	中国	hubei	湖北	xianning	咸宁	29.973363	113.921547
CN101200704	chongyang	崇阳	CN	China	中国	hubei	湖北	xianning	咸宁	29.54101	114.049958
CN101200705	tongcheng	通城	CN	China	中国	hubei	湖北	xianning	咸宁	29.246076	113.814131
CN101200706	tongshan	通山	CN	China	中国	hubei	湖北	xianning	咸宁	29.604455	114.493163
CN101200707	xianan	咸安	CN	China	中国	hubei	湖北	xianning	咸宁	29.824716	114.333894
CN101200801	jingzhou	荆州	CN	China	中国	hubei	湖北	jingzhou	荆州	30.326857	112.23813
CN101200802	jiangling	江陵	CN	China	中国	hubei	湖北	jingzhou	荆州	30.033919	112.41735
CN101200803	gongan	公安	CN	China	中国	hubei	湖北	jingzhou	荆州	30.059065	112.230179
CN101200804	shishou	石首	CN	China	中国	hubei	湖北	jingzhou	荆州	29.716437	112.40887
CN101200805	jianli	监利	CN	China	中国	hubei	湖北	jingzhou	荆州	29.820079	112.904344
CN101200806	honghu	洪湖	CN	China	中国	hubei	湖北	jingzhou	荆州	29.81297	113.470304
CN101200807	songzi	松滋	CN	China	中国	hubei	湖北	jingzhou	荆州	30.176037	111.77818
CN101200808	shashi	沙市	CN	China	中国	hubei	湖北	jingzhou	荆州	30.315895	112.257433
CN101200901	yichang	宜昌	CN	China	中国	hubei	湖北	yichang	宜昌	30.702636	111.290843
CN101200902	yuanan	远安	CN	China	中国	hubei	湖北	yichang	宜昌	31.059626	111.64331
CN101200903	zigui	秭归	CN	China	中国	hubei	湖北	yichang	宜昌	30.823908	110.976785
CN101200904	xingshan	兴山	CN	China	中国	hubei	湖北	yichang	宜昌	31.34795	110.754499
CN101200905	xiling	西陵	CN	China	中国	hubei	湖北	yichang	宜昌	30.702476	111.295468
CN101200906	wufeng	五峰	CN	China	中国	hubei	湖北	yichang	宜昌	30.199252	110.674938
CN101200907	dangyang	当阳	CN	China	中国	hubei	湖北	yichang	宜昌	30.824492	111.793419
CN101200908	changyang	长阳	CN	China	中国	hubei	湖北	yichang	宜昌	30.466534	111.198475
CN101200909	yidu	宜都	CN	China	中国	hubei	湖北	yichang	宜昌	30.387234	111.454367
CN101200910	zhijiang	枝江	CN	China	中国	hubei	湖北	yichang	宜昌	30.425364	111.751799
CN101200912	yiling	夷陵	CN	China	中国	hubei	湖北	yichang	宜昌	30.770199	111.326747
CN101200913	wujiagang	伍家岗	CN	China	中国	hubei	湖北	yichang	宜昌	30.679053	111.307215
CN101200914	dianjun	点军	CN	China	中国	hubei	湖北	yichang	宜昌	30.692322	111.268163
CN101200915	xiaoting	猇亭	CN	China	中国	hubei	湖北	yichang	宜昌	30.530744	111.427642
CN101201001	enshi	恩施	CN	China	中国	hubei	湖北	enshi	恩施	30.283114	109.48699
CN101201002	lichuan	利川	CN	China	中国	hubei	湖北	enshi	恩施	30.294247	108.943491
CN101201003	jianshi	建始	CN	China	中国	hubei	湖北	enshi	恩施	30.601632	109.723822
CN101201004	xianfeng	咸丰	CN	China	中国	hubei	湖北	enshi	恩施	29.678967	109.15041
CN101201005	xuanen	宣恩	CN	China	中国	hubei	湖北	enshi	恩施	29.98867	109.482819
CN101201006	hefeng	鹤峰	CN	China	中国	hubei	湖北	enshi	恩施	29.887298	110.033699
CN101201007	laifeng	来凤	CN	China	中国	hubei	湖北	enshi	恩施	29.506945	109.408328
CN101201008	badong	巴东	CN	China	中国	hubei	湖北	enshi	恩施	31.041403	110.336665
CN101201101	shiyan	十堰	CN	China	中国	hubei	湖北	shiyan	十堰	32.646907	110.787916
CN101201102	zhuxi	竹溪	CN	China	中国	hubei	湖北	shiyan	十堰	32.315342	109.717196
CN101201103	yunxi	郧西	CN	China	中国	hubei	湖北	shiyan	十堰	32.991457	110.426472
CN101201104	yunyang	郧阳	CN	China	中国	hubei	湖北	shiyan	十堰	32.838267	110.812099
CN101201105	zhushan	竹山	CN	China	中国	hubei	湖北	shiyan	十堰	32.22586	110.2296
CN101201106	fangxian	房县	CN	China	中国	hubei	湖北	shiyan	十堰	32.055002	110.741966
CN101201107	danjiangkou	丹江口	CN	China	中国	hubei	湖北	shiyan	十堰	32.538839	111.513793
CN101201108	maojian	茅箭	CN	China	中国	hubei	湖北	shiyan	十堰	32.644463	110.78621
CN101201109	zhangwan	张湾	CN	China	中国	hubei	湖北	shiyan	十堰	32.652516	110.772365
CN101201201	shennongjia	神农架	CN	China	中国	hubei	湖北	shennongjia	神农架	31.744449	110.671525
CN101201301	suizhou	随州	CN	China	中国	hubei	湖北	suizhou	随州	31.717497	113.37377
CN101201302	guangshui	广水	CN	China	中国	hubei	湖北	suizhou	随州	31.617731	113.826601
CN101201303	zengdou	曾都	CN	China	中国	hubei	湖北	suizhou	随州	31.717521	113.374519
CN101201304	suixian	随县	CN	China	中国	hubei	湖北	suizhou	随州	31.854246	113.301384
CN101201401	jingmen	荆门	CN	China	中国	hubei	湖北	jingmen	荆门	31.03542	112.204251
CN101201402	zhongxiang	钟祥	CN	China	中国	hubei	湖北	jingmen	荆门	31.165573	112.587267
CN101201403	jingshan	京山	CN	China	中国	hubei	湖北	jingmen	荆门	31.022458	113.114595
CN101201404	duodao	掇刀	CN	China	中国	hubei	湖北	jingmen	荆门	30.980798	112.198413
CN101201405	shayang	沙洋	CN	China	中国	hubei	湖北	jingmen	荆门	30.70359	112.595218
CN101201406	dongbao	东宝	CN	China	中国	hubei	湖北	jingmen	荆门	31.033461	112.204804
CN101201501	tianmen	天门	CN	China	中国	hubei	湖北	tianmen	天门	30.653061	113.165862
CN101201601	xiantao	仙桃	CN	China	中国	hubei	湖北	xiantao	仙桃	30.364953	113.453974
CN101201701	qianjiang	潜江	CN	China	中国	hubei	湖北	qianjiang	潜江	30.421215	112.896866
CN101210101	hangzhou	杭州	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.287459	120.153576
CN101210102	xiaoshan	萧山	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.162932	120.27069
CN101210103	tonglu	桐庐	CN	China	中国	zhejiang	浙江	hangzhou	杭州	29.797437	119.685045
CN101210104	chunan	淳安	CN	China	中国	zhejiang	浙江	hangzhou	杭州	29.604177	119.044276
CN101210105	jiande	建德	CN	China	中国	zhejiang	浙江	hangzhou	杭州	29.472284	119.279089
CN101210106	yuhang	余杭	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.421187	120.301737
CN101210107	linan	临安	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.231153	119.715101
CN101210108	fuyang	富阳	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.049871	119.949869
CN101210109	shangcheng	上城	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.250236	120.171465
CN101210110	xiacheng	下城	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.276271	120.172763
CN101210111	jianggan	江干	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.266603	120.202633
CN101210112	gongshu	拱墅	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.314697	120.150053
CN101210113	xihu	西湖	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.272934	120.147376
CN101210114	binjiang	滨江	CN	China	中国	zhejiang	浙江	hangzhou	杭州	30.206615	120.21062
CN101210201	huzhou	湖州	CN	China	中国	zhejiang	浙江	huzhou	湖州	30.867198	120.102398
CN101210202	changxing	长兴	CN	China	中国	zhejiang	浙江	huzhou	湖州	31.00475	119.910122
CN101210203	anji	安吉	CN	China	中国	zhejiang	浙江	huzhou	湖州	30.631974	119.687891
CN101210204	deqing	德清	CN	China	中国	zhejiang	浙江	huzhou	湖州	30.534927	119.967662
CN101210205	wuxing	吴兴	CN	China	中国	zhejiang	浙江	huzhou	湖州	30.867252	120.101416
CN101210206	nanxun	南浔	CN	China	中国	zhejiang	浙江	huzhou	湖州	30.872742	120.417195
CN101210301	jiaxing	嘉兴	CN	China	中国	zhejiang	浙江	jiaxing	嘉兴	30.762653	120.750865
CN101210302	jiashan	嘉善	CN	China	中国	zhejiang	浙江	jiaxing	嘉兴	30.841352	120.921871
CN101210303	haining	海宁	CN	China	中国	zhejiang	浙江	jiaxing	嘉兴	30.525544	120.688821
CN101210304	tongxiang	桐乡	CN	China	中国	zhejiang	浙江	jiaxing	嘉兴	30.629065	120.551085
CN101210305	pinghu	平湖	CN	China	中国	zhejiang	浙江	jiaxing	嘉兴	30.698921	121.014666
CN101210306	haiyan	海盐	CN	China	中国	zhejiang	浙江	jiaxing	嘉兴	30.522223	120.942017
CN101210307	nanhu	南湖	CN	China	中国	zhejiang	浙江	jiaxing	嘉兴	30.764652	120.749953
CN101210308	xiuzhou	秀洲	CN	China	中国	zhejiang	浙江	jiaxing	嘉兴	30.763323	120.720431
CN101210401	ningbo	宁波	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.868388	121.549792
CN101210402	haishu	海曙	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.874452	121.539698
CN101210403	cixi	慈溪	CN	China	中国	zhejiang	浙江	ningbo	宁波	30.177142	121.248052
CN101210404	yuyao	余姚	CN	China	中国	zhejiang	浙江	ningbo	宁波	30.045404	121.156294
CN101210405	fenghua	奉化	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.662348	121.41089
CN101210406	xiangshan	象山	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.470206	121.877091
CN101210407	jiangdong	江东	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.866819	121.570383
CN101210408	ninghai	宁海	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.299836	121.432606
CN101210409	jiangbei	江北	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.888361	121.559282
CN101210410	beilun	北仑	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.90944	121.831303
CN101210411	yinzhou	鄞州	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.831662	121.558436
CN101210412	zhenhai	镇海	CN	China	中国	zhejiang	浙江	ningbo	宁波	29.952107	121.713162
CN101210501	yuecheng	越城	CN	China	中国	zhejiang	浙江	shaoxing	绍兴	29.996993	120.585315
CN101210502	zhuji	诸暨	CN	China	中国	zhejiang	浙江	shaoxing	绍兴	29.713662	120.244326
CN101210503	shangyu	上虞	CN	China	中国	zhejiang	浙江	shaoxing	绍兴	30.016769	120.874185
CN101210504	xinchang	新昌	CN	China	中国	zhejiang	浙江	shaoxing	绍兴	29.501205	120.905665
CN101210505	shengzhou	嵊州	CN	China	中国	zhejiang	浙江	shaoxing	绍兴	29.586606	120.82888
CN101210506	keqiao	柯桥	CN	China	中国	zhejiang	浙江	shaoxing	绍兴	30.078038	120.476075
CN101210507	shaoxing	绍兴	CN	China	中国	zhejiang	浙江	shaoxing	绍兴	29.997117	120.582112
CN101210601	taizhou	台州	CN	China	中国	zhejiang	浙江	taizhou	台州	28.661378	121.428599
CN101210603	yuhuan	玉环	CN	China	中国	zhejiang	浙江	taizhou	台州	28.12842	121.232337
CN101210604	sanmen	三门	CN	China	中国	zhejiang	浙江	taizhou	台州	29.118955	121.376429
CN101210605	tiantai	天台	CN	China	中国	zhejiang	浙江	taizhou	台州	29.141126	121.031227
CN101210606	xianju	仙居	CN	China	中国	zhejiang	浙江	taizhou	台州	28.849213	120.735074
CN101210607	wenling	温岭	CN	China	中国	zhejiang	浙江	taizhou	台州	28.368781	121.373611
CN101210610	linhai	临海	CN	China	中国	zhejiang	浙江	taizhou	台州	28.845441	121.131229
CN101210611	jiaojiang	椒江	CN	China	中国	zhejiang	浙江	taizhou	台州	28.67615	121.431049
CN101210612	huangyan	黄岩	CN	China	中国	zhejiang	浙江	taizhou	台州	28.64488	121.262138
CN101210613	luqiao	路桥	CN	China	中国	zhejiang	浙江	taizhou	台州	28.581799	121.37292
CN101210701	wenzhou	温州	CN	China	中国	zhejiang	浙江	wenzhou	温州	28.000575	120.672111
CN101210702	taishun	泰顺	CN	China	中国	zhejiang	浙江	wenzhou	温州	27.557309	119.71624
CN101210703	wencheng	文成	CN	China	中国	zhejiang	浙江	wenzhou	温州	27.789133	120.09245
CN101210704	pingyang	平阳	CN	China	中国	zhejiang	浙江	wenzhou	温州	27.6693	120.564387
CN101210705	ruian	瑞安	CN	China	中国	zhejiang	浙江	wenzhou	温州	27.779321	120.646171
CN101210706	dongtou	洞头	CN	China	中国	zhejiang	浙江	wenzhou	温州	27.836057	121.156181
CN101210707	yueqing	乐清	CN	China	中国	zhejiang	浙江	wenzhou	温州	28.116083	120.967147
CN101210708	yongjia	永嘉	CN	China	中国	zhejiang	浙江	wenzhou	温州	28.153886	120.690968
CN101210709	cangnan	苍南	CN	China	中国	zhejiang	浙江	wenzhou	温州	27.507743	120.406256
CN101210710	lucheng	鹿城	CN	China	中国	zhejiang	浙江	wenzhou	温州	28.003352	120.674231
CN101210711	longwan	龙湾	CN	China	中国	zhejiang	浙江	wenzhou	温州	27.970254	120.763469
CN101210712	ouhai	瓯海	CN	China	中国	zhejiang	浙江	wenzhou	温州	28.006444	120.637145
CN101210801	lishui	丽水	CN	China	中国	zhejiang	浙江	lishui	丽水	28.451993	119.921786
CN101210802	suichang	遂昌	CN	China	中国	zhejiang	浙江	lishui	丽水	28.5924	119.27589
CN101210803	longquan	龙泉	CN	China	中国	zhejiang	浙江	lishui	丽水	28.069177	119.132319
CN101210804	jinyun	缙云	CN	China	中国	zhejiang	浙江	lishui	丽水	28.654208	120.078965
CN101210805	qingtian	青田	CN	China	中国	zhejiang	浙江	lishui	丽水	28.135247	120.291939
CN101210806	yunhe	云和	CN	China	中国	zhejiang	浙江	lishui	丽水	28.111077	119.569458
CN101210807	qingyuan	庆元	CN	China	中国	zhejiang	浙江	lishui	丽水	27.618231	119.067233
CN101210808	songyang	松阳	CN	China	中国	zhejiang	浙江	lishui	丽水	28.449937	119.485292
